file,batch,pair_id,variant,model,label,chars
D05381.docx,batch01,abstract-ART000852095,human,human,human,377
D05382.docx,batch01,abstract-ART000896631,human,human,human,600
D05383.docx,batch01,abstract-ART000885506,human,human,human,321
D05384.docx,batch01,abstract-ART000904875,human,human,human,763
D05385.docx,batch01,abstract-ART001930178,human,human,human,656
D05386.docx,batch01,abstract-ART000869085,human,human,human,314
D05387.docx,batch01,abstract-ART000894826,human,human,human,356
D05388.docx,batch01,abstract-ART000887635,human,human,human,536
D05389.docx,batch01,abstract-ART000873481,human,human,human,651
D05390.docx,batch01,abstract-ART000852428,human,human,human,599
D05391.docx,batch01,abstract-ART000896795,human,human,human,389
D05392.docx,batch01,abstract-ART000868163,human,human,human,462
D05393.docx,batch01,abstract-ART000902759,human,human,human,379
D05394.docx,batch01,abstract-ART000860373,human,human,human,620
D05395.docx,batch01,abstract-ART000864511,human,human,human,511
D05396.docx,batch01,abstract-ART000892264,human,human,human,530
D05397.docx,batch01,abstract-ART000901858,human,human,human,356
D05398.docx,batch01,abstract-ART000908113,human,human,human,444
D05399.docx,batch01,abstract-ART000853463,human,human,human,785
D05400.docx,batch01,abstract-ART000854042,human,human,human,1041
D05401.docx,batch01,abstract-ART000903133,human,human,human,594
D05402.docx,batch01,abstract-ART000864543,human,human,human,546
D05403.docx,batch01,abstract-ART000863528,human,human,human,304
D05404.docx,batch01,abstract-ART000857755,human,human,human,621
D05405.docx,batch01,abstract-ART000906332,human,human,human,390
D05406.docx,batch01,abstract-ART000895586,human,human,human,845
D05407.docx,batch01,abstract-ART000889383,human,human,human,549
D05408.docx,batch01,abstract-ART000877337,human,human,human,491
D05409.docx,batch01,abstract-ART000881759,human,human,human,650
D05410.docx,batch01,abstract-ART000874412,human,human,human,449
D05411.docx,batch01,abstract-ART000864906,human,human,human,885
D05412.docx,batch01,abstract-ART000881793,human,human,human,382
D05413.docx,batch01,abstract-ART000904866,human,human,human,415
D05414.docx,batch01,abstract-ART000872360,human,human,human,355
D05415.docx,batch01,abstract-ART002348996,human,human,human,596
D05416.docx,batch01,abstract-ART000875037,human,human,human,515
D05417.docx,batch01,abstract-ART000869481,human,human,human,830
D05418.docx,batch01,abstract-ART000867201,human,human,human,320
D05419.docx,batch01,abstract-ART000857963,human,human,human,781
D05420.docx,batch01,abstract-ART000869714,human,human,human,610
D05421.docx,batch01,abstract-ART000855463,human,human,human,1008
D05422.docx,batch01,abstract-ART000875652,human,human,human,487
D05423.docx,batch01,abstract-ART000901117,human,human,human,934
D05424.docx,batch01,abstract-ART000859131,human,human,human,607
D05425.docx,batch01,abstract-ART000851219,human,human,human,726
D05426.docx,batch01,abstract-ART000855981,human,human,human,908
D05427.docx,batch01,abstract-ART000895510,human,human,human,584
D05428.docx,batch01,abstract-ART001339224,human,human,human,493
D05429.docx,batch01,abstract-ART002525680,human,human,human,582
D05430.docx,batch01,abstract-ART000851564,human,human,human,332
D05431.docx,batch01,abstract-ART000901115,human,human,human,954
D05432.docx,batch01,abstract-ART000881405,human,human,human,830
D05433.docx,batch01,abstract-ART000888512,human,human,human,443
D05434.docx,batch01,abstract-ART000885762,human,human,human,366
D05435.docx,batch01,abstract-ART000897198,human,human,human,493
D05436.docx,batch01,abstract-ART000908184,human,human,human,502
D05437.docx,batch01,abstract-ART000852265,human,human,human,1172
D05438.docx,batch01,abstract-ART000880949,human,human,human,459
D05439.docx,batch01,abstract-ART000889094,human,human,human,467
D05440.docx,batch01,abstract-ART000875106,human,human,human,477
D05441.docx,batch01,abstract-ART000853137,human,human,human,557
D05442.docx,batch01,abstract-ART000858050,human,human,human,468
D05443.docx,batch01,abstract-ART000878865,human,human,human,813
D05444.docx,batch01,abstract-ART001223135,human,human,human,448
D05445.docx,batch01,abstract-ART002494520,human,human,human,490
D05446.docx,batch01,abstract-ART002446557,human,human,human,570
D05447.docx,batch01,abstract-ART000895375,human,human,human,576
D05448.docx,batch01,abstract-ART000868501,human,human,human,975
D05449.docx,batch01,abstract-ART001621282,human,human,human,315
D05450.docx,batch01,abstract-ART000853980,human,human,human,508
D05451.docx,batch01,abstract-ART000873225,human,human,human,385
D05452.docx,batch01,abstract-ART000904793,human,human,human,417
D05453.docx,batch01,abstract-ART000852030,human,human,human,681
D05454.docx,batch01,abstract-ART001795686,human,human,human,667
D05455.docx,batch01,abstract-ART000881224,human,human,human,558
D05456.docx,batch01,abstract-ART002551569,human,human,human,683
D05457.docx,batch01,abstract-ART000860995,human,human,human,491
D05458.docx,batch01,abstract-ART000893245,human,human,human,314
D05459.docx,batch01,abstract-ART000888412,human,human,human,426
D05460.docx,batch01,abstract-ART000860891,human,human,human,644
D05461.docx,batch01,abstract-ART000904950,human,human,human,680
D05462.docx,batch01,abstract-ART000872156,human,human,human,519
D05463.docx,batch01,abstract-ART000896626,human,human,human,545
D05464.docx,batch01,abstract-ART000864195,human,human,human,799
D05465.docx,batch01,abstract-ART000903024,human,human,human,502
D05466.docx,batch01,abstract-ART000852644,human,human,human,480
D05467.docx,batch01,abstract-ART000878891,human,human,human,486
D05468.docx,batch01,abstract-ART000876907,human,human,human,830
D05469.docx,batch01,abstract-ART000869219,human,human,human,583
D05470.docx,batch01,abstract-ART000889449,human,human,human,792
D05471.docx,batch01,abstract-ART001514123,human,human,human,600
D05472.docx,batch01,abstract-ART000880668,human,human,human,648
D05473.docx,batch01,abstract-ART000861072,human,human,human,564
D05474.docx,batch01,abstract-ART000864464,human,human,human,478
D05475.docx,batch01,abstract-ART000899723,human,human,human,485
D05476.docx,batch01,abstract-ART000882368,human,human,human,921
D05477.docx,batch01,abstract-ART000875768,human,human,human,451
D05478.docx,batch01,abstract-ART000874466,human,human,human,758
D05479.docx,batch01,abstract-ART000869620,human,human,human,378
D05480.docx,batch01,abstract-ART000864513,human,human,human,649
D05481.docx,batch01,abstract-ART000902227,human,human,human,508
D05482.docx,batch01,abstract-ART000889091,human,human,human,306
D05483.docx,batch01,abstract-ART000887415,human,human,human,666
D05484.docx,batch01,abstract-ART002254611,human,human,human,582
D05485.docx,batch01,abstract-ART000896860,human,human,human,327
D05486.docx,batch01,abstract-ART000886667,human,human,human,1170
D05487.docx,batch01,abstract-ART000886968,human,human,human,448
D05488.docx,batch01,abstract-ART000867490,human,human,human,350
D05489.docx,batch01,abstract-ART000905312,human,human,human,450
D05490.docx,batch01,abstract-ART000861038,human,human,human,910
D05491.docx,batch01,abstract-ART000893696,human,human,human,891
D05492.docx,batch01,abstract-ART000879113,human,human,human,426
D05493.docx,batch01,abstract-ART000883943,human,human,human,434
D05494.docx,batch01,abstract-ART000899778,human,human,human,803
D05495.docx,batch01,abstract-ART000905419,human,human,human,314
D05496.docx,batch01,abstract-ART001606082,human,human,human,698
D05497.docx,batch01,abstract-ART001991577,human,human,human,367
D05498.docx,batch01,abstract-ART000903000,human,human,human,313
D05499.docx,batch01,abstract-ART000888514,human,human,human,378
D05500.docx,batch01,abstract-ART000853384,human,human,human,620
D05501.docx,batch01,abstract-ART000854198,human,human,human,644
D05502.docx,batch01,abstract-ART000905484,human,human,human,388
D05503.docx,batch01,abstract-ART000902174,human,human,human,396
D05504.docx,batch01,abstract-ART001368793,human,human,human,679
D05505.docx,batch01,abstract-ART000852041,human,human,human,432
D05506.docx,batch01,abstract-ART000864738,human,human,human,510
D05507.docx,batch01,abstract-ART000884170,human,human,human,826
D05508.docx,batch01,abstract-ART000904865,human,human,human,396
D05509.docx,batch01,abstract-ART000850841,human,human,human,448
D05510.docx,batch01,abstract-ART000875771,human,human,human,355
D05511.docx,batch01,abstract-ART001669834,human,human,human,616
D05512.docx,batch01,abstract-ART000869413,human,human,human,642
D05513.docx,batch01,abstract-ART000905775,human,human,human,394
D05514.docx,batch01,abstract-ART000860338,human,human,human,568
D05515.docx,batch01,abstract-ART000870016,human,human,human,918
D05516.docx,batch01,abstract-ART000872114,human,human,human,1083
D05517.docx,batch01,abstract-ART000889093,human,human,human,530
D05518.docx,batch01,abstract-ART001517040,human,human,human,414
D05519.docx,batch01,abstract-ART000905077,human,human,human,454
D05520.docx,batch01,abstract-ART000903562,human,human,human,708
D05521.docx,batch01,abstract-ART000851864,human,human,human,591
D05522.docx,batch01,abstract-ART000875323,human,human,human,366
D05523.docx,batch01,abstract-ART000907177,human,human,human,482
D05524.docx,batch01,abstract-ART002147930,human,human,human,772
D05525.docx,batch01,abstract-ART001403654,human,human,human,623
D05526.docx,batch01,abstract-ART000903355,human,human,human,876
D05527.docx,batch01,abstract-ART000883400,human,human,human,588
D05528.docx,batch01,abstract-ART000903383,human,human,human,489
D05529.docx,batch01,abstract-ART000872849,human,human,human,301
D05530.docx,batch01,abstract-ART000905416,human,human,human,308
D05531.docx,batch01,abstract-ART000901200,human,human,human,321
D05532.docx,batch01,abstract-ART000864199,human,human,human,619
D05533.docx,batch01,abstract-ART000901741,human,human,human,388
D05534.docx,batch01,abstract-ART000880297,human,human,human,481
D05535.docx,batch01,abstract-ART000900700,human,human,human,440
D05536.docx,batch01,abstract-ART000868520,human,human,human,404
D05537.docx,batch01,abstract-ART000888740,human,human,human,426
D05538.docx,batch01,abstract-ART000875664,human,human,human,841
D05539.docx,batch01,abstract-ART000902206,human,human,human,461
D05540.docx,batch01,abstract-ART000869409,human,human,human,1022
D05541.docx,batch01,abstract-ART000888455,human,human,human,345
D05542.docx,batch01,abstract-ART000902729,human,human,human,452
D05543.docx,batch01,abstract-ART001563889,human,human,human,811
D05544.docx,batch01,abstract-ART000858235,human,human,human,432
D05545.docx,batch01,abstract-ART001804377,human,human,human,623
D05546.docx,batch01,abstract-ART000857689,human,human,human,1037
D05547.docx,batch01,abstract-ART000878290,human,human,human,434
D05548.docx,batch01,abstract-ART000892114,human,human,human,465
D05549.docx,batch01,abstract-ART000898458,human,human,human,818
D05550.docx,batch01,abstract-ART000888291,human,human,human,488
D05551.docx,batch01,abstract-ART000896544,human,human,human,465
D05552.docx,batch01,abstract-ART000876807,human,human,human,679
D05553.docx,batch01,abstract-ART000889856,human,human,human,822
D05554.docx,batch01,abstract-ART001310652,human,human,human,874
D05555.docx,batch01,abstract-ART000889932,human,human,human,450
D05556.docx,batch01,abstract-ART001862685,human,human,human,743
D05557.docx,batch01,abstract-ART000884052,human,human,human,516
D05558.docx,batch01,abstract-ART000896948,human,human,human,565
D05559.docx,batch01,abstract-ART000896153,human,human,human,485
D05560.docx,batch01,abstract-ART000868457,human,human,human,793
D05561.docx,batch01,abstract-ART001938087,human,human,human,606
D05562.docx,batch01,abstract-ART000888575,human,human,human,473
D05563.docx,batch01,abstract-ART000892692,human,human,human,538
D05564.docx,batch01,abstract-ART000852424,human,human,human,1110
D05565.docx,batch01,abstract-ART001517070,human,human,human,505
D05566.docx,batch01,abstract-ART000902427,human,human,human,662
D05567.docx,batch01,abstract-ART000892688,human,human,human,386
D05568.docx,batch01,abstract-ART000884228,human,human,human,1136
D05569.docx,batch01,abstract-ART002515698,human,human,human,485
D05570.docx,batch01,abstract-ART002019243,human,human,human,426
D05571.docx,batch01,abstract-ART000896785,human,human,human,362
D05572.docx,batch01,abstract-ART000872135,human,human,human,823
D05573.docx,batch01,abstract-ART000879179,human,human,human,377
D05574.docx,batch01,abstract-ART000900148,human,human,human,586
D05575.docx,batch01,abstract-ART001789416,human,human,human,603
D05576.docx,batch01,abstract-ART000900367,human,human,human,345
D05577.docx,batch01,abstract-ART002147822,human,human,human,531
D05578.docx,batch01,abstract-ART000852592,human,human,human,546
D05579.docx,batch01,abstract-ART000901326,human,human,human,590
D05580.docx,batch01,abstract-ART000875410,human,human,human,388
D05581.docx,batch01,abstract-ART000903423,human,human,human,443
D05582.docx,batch01,abstract-ART000896235,human,human,human,496
D05583.docx,batch01,abstract-ART000904881,human,human,human,394
D05584.docx,batch01,abstract-ART000877424,human,human,human,369
D05585.docx,batch01,abstract-ART000906257,human,human,human,589
D05586.docx,batch01,abstract-ART000873519,human,human,human,452
D05587.docx,batch01,abstract-ART002451960,human,human,human,808
D05588.docx,batch01,abstract-ART000874603,human,human,human,472
D05589.docx,batch01,abstract-ART000895658,human,human,human,456
D05590.docx,batch01,abstract-ART002176020,human,human,human,616
D05591.docx,batch01,abstract-ART000880142,human,human,human,417
D05592.docx,batch01,abstract-ART000899350,human,human,human,796
